sorting number	name	instance of	date of birth	date of death	sex	occupation or domain	geographic circles	Bibliotheque nationale de France Catalogue	data.bnf	Wikidata	ISNI	VIAF	Annuaire prosopographique : la France savante	In Who Was Who in Egyptology	Note
135	Delondre, Gustave	human	unknown	unknown	male	orientalist	France							no	Member of the Athénée Oriental
136	Derbat	human	unknown	unknown	unknown	unknown	unknown							no	
137	Desjardins	human	unknown	unknown	male	architect ; archaeologist	France ; Rhône						https://cths.fr/an/savant.php?id=102193#	no	From Lyon (Rhône)
138	Desnoyers, Jules	human	1800	1887	male	anthropologist ; archaeologist ; geologist ; prehistorian ; historian ; librarian	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb130112864	https://data.bnf.fr/ark:/12148/cb130112864	https://www.wikidata.org/wiki/Q327363	http://isni.org/isni/0000000061227269	http://viaf.org/viaf/12440253	https://cths.fr/an/savant.php?id=76	no	
139	Desvernois	human	unknown	unknown	unknown	unknown	unknown							no	
140	Det Kongelige norste Frederiks universitet	organisation	unknown	unknown	no	unknown	Norway	https://catalogue.bnf.fr/ark:/12148/cb12000281t	https://data.bnf.fr/ark:/12148/cb12000281t	https://www.wikidata.org/wiki/Q486156	http://isni.org/isni/0000000419368921	http://viaf.org/viaf/145844349		no	
141	Devéria (Madame)	human	unknown	unknown	female	unknown	France							no	Probably the mother of Théodule Devéria (BiEg 9, p. CXVI; it is not to be excluded that Chabas may have be in touch with other ladies from the Devéria family)
142	Devéria, Gabriel	human	1844	1899	male	writer ; diplomat ; orientalist	France	https://catalogue.bnf.fr/ark:/12148/cb126018734	https://data.bnf.fr/ark:/12148/cb126018734	https://www.wikidata.org/wiki/Q55772584	http://isni.org/isni/0000000081087160	http://viaf.org/viaf/29652334	https://cths.fr/an/savant.php?id=121291#	no	
143	Devéria, Théodule	human	1831	1871	male	anthropologist ; archaeologist ; egyptologist ; curator ; photographer	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb129494828	https://data.bnf.fr/ark:/12148/cb129494828	https://www.wikidata.org/wiki/Q406953	http://isni.org/isni/0000000066520528	http://viaf.org/viaf/51821846	https://cths.fr/an/savant.php?id=102689	yes	
144	Didier et Cie	organisation	unknown	unknown	no	bookseller	France							no	Distributes the Revue archéologique
145	Douglas, Robert K.	human	1838	1913	male	linguist ; curator	United Kingdom	https://catalogue.bnf.fr/ark:/12148/cb106009867	https://data.bnf.fr/ark:/12148/cb106009867	https://www.wikidata.org/wiki/Q5624138	http://isni.org/isni/0000000083769616	http://viaf.org/viaf/42620634		no	Given in brackets by the catalogue
146	Drouin, Edme	human	1838	1904	male	lawyer ; numismatist ; orientalist	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb105462821	https://data.bnf.fr/ark:/12148/cb105462821				https://cths.fr/an/savant.php?id=106227	no	Lawyer
147	Druilhet la Fargue, E.	human	unknown	unknown	unknown	unknown	unknown							no	
148	Du Chambge	human	unknown	unknown	unknown	unknown	unknown							no	
149	Du Mesnil, Eugène	human	unknown	unknown	male	unknown	unknown							no	
150	Düe	human	unknown	unknown	male	diplomat	France							no	'Secrétaire de la légation de Suède et Norvège': Sweden-Norway embassy secretary
151	Dümichen, Johannes	human	1833	1894	male	anthropologist ; archaeologist ; egyptologist ; professor	Germany	https://catalogue.bnf.fr/ark:/12148/cb12967210s	https://data.bnf.fr/ark:/12148/cb12967210s	https://www.wikidata.org/wiki/Q72177	http://isni.org/isni/0000000108557661	http://viaf.org/viaf/19982992		yes	The catalogue gives 'Johan' as first name
152	Dümichen, madame	human	unknown	unknown	female	unknown	Germany							no	
153	Dümichen, madame A.	human	unknown	unknown	female	unknown	Germany							no	
154	Dupont, E.	human	unknown	unknown	unknown	unknown	unknown							no	Maybe the Parisian archivist described in https://cths.fr/an/savant.php?id=1777
155	Duprat (Mme veuve Benjamin)	human	unknown	unknown	female	unknown	unknown							no	
156	Duprat, Benjamin	human	1802	1865	male	bookseller	France	https://catalogue.bnf.fr/ark:/12148/cb151344550	https://data.bnf.fr/ark:/12148/cb151344550					no	Bookseller
157	Dupuy de Borde(s?), Amélie	human	unknown	unknown	female	unknown	unknown							no	
158	Durand de Fontmagne (baron)	human	1852	1938	male	businessman ; archaeologist	France ; Rhône						https://cths.fr/an/savant.php?id=107537	no	
159	Dureau de la Malle, Adolphe	human	1777	1857	male	geographer ; historian ; writer ; naturalist ; artist	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb12075414w	https://data.bnf.fr/ark:/12148/cb12075414w	https://www.wikidata.org/wiki/Q677943	http://isni.org/isni/0000000084033328	http://viaf.org/viaf/99779253	https://cths.fr/an/savant.php?id=124208	no	
160	Dureau, Alexis	human	1831	1904	male	doctor ; librarian ; anthropologist ; historian	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb12950208b	https://data.bnf.fr/ark:/12148/cb12950208b				https://cths.fr/an/savant.php?id=1584	no	
161	Duréault, Jean-Jacques	human	1824	1890	male	engineer ; politician	France ; Saône-et-Loire	https://catalogue.bnf.fr/ark:/12148/cb10700917k	https://data.bnf.fr/ark:/12148/cb10700917k					no	Saône-et-Loire deputy (1824-1890, attribution given in brackets in the catalogue)
162	Duruy, Victor	human	1811	1894	male	historian ; politician ; writer ; professor	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb12453369p	https://data.bnf.fr/ark:/12148/cb12453369p	https://www.wikidata.org/wiki/Q583868	http://isni.org/isni/0000000081461124	http://viaf.org/viaf/66562025	https://cths.fr/an/savant.php?id=797	no	Other letters may be adressed to him as Public Eductation minister
163	Ebers, Georg	human	1837	1898	male	writer ; archaeologist ; egyptologist ; professor ; lawyer	Germany	https://catalogue.bnf.fr/ark:/12148/cb12992978r ; https://catalogue.bnf.fr/ark:/12148/cb124435002	https://data.bnf.fr/ark:/12148/cb12992978r ; https://data.bnf.fr/ark:/12148/cb124435002	https://www.wikidata.org/wiki/Q62765	http://isni.org/isni/0000000121020412	http://viaf.org/viaf/67259743		yes	
164	Egger, Émile	human	1813	1885	male	linguist ; historian	France ; Paris	https://catalogue.bnf.fr/ark:/12148/cb12490044m	https://data.bnf.fr/ark:/12148/cb12490044m	https://www.wikidata.org/wiki/Q2343987	http://isni.org/isni/0000000121311535	http://viaf.org/viaf/46863959	https://cths.fr/an/savant.php?id=1519	no	
165	Eisenlohr, August	human	1832	1902	male	archaeologist ; egyptologist ; professor	Germany	https://catalogue.bnf.fr/ark:/12148/cb104333392	https://data.bnf.fr/ark:/12148/cb104333392	https://www.wikidata.org/wiki/Q112519	http://isni.org/isni/0000000108969818	http://viaf.org/viaf/47513170		yes	
166	Elena, Francesco	human	unknown	unknown	male	unknown	unknown							no	
167	Engelhardt, Conrad	human	1825	1881	male	archaeologist ; prehistorian	Denmark			https://www.wikidata.org/wiki/Q1604653	http://isni.org/isni/0000000054717462	http://viaf.org/viaf/57368066 		no	Kongelige Nordiske Oldskrift-Selskab
168	Exposition en faveur des amputés français	organisation	unknown	unknown	no	unknown	France							no	
169	Fabretti, Ariodante	human	1816	1894	male	anthropologist ; archaeologist ; politician ; historian ; curator	Italy	https://catalogue.bnf.fr/ark:/12148/cb13743800j	https://data.bnf.fr/ark:/12148/cb13743800j	https://www.wikidata.org/wiki/Q1131427	http://isni.org/isni/0000000061325555	http://viaf.org/viaf/46940128	https://cths.fr/an/savant.php?id=124989	yes	
170	Faivre	human	unknown	unknown	unknown	unknown	unknown							no	
171	Faivre, E.	human	unknown	unknown	unknown	unknown	unknown							no	Presumably Ernest, from Lyon (Rhône), naturalist and doctor https://cths.fr/an/savant.php?id=100450 ?
172	Ferrus, George	human	unknown	unknown	male	unknown	unknown							no	
173	Ferry, Hippolyte	human	unknown	unknown	male	geographer	France	https://catalogue.bnf.fr/ark:/12148/cb15510219w	https://data.bnf.fr/ark:/12148/cb15510219w					no	Member of the Paris Société de géographie
174	Fertiault, François	human	1814	1915	male	writer	France	https://catalogue.bnf.fr/ark:/12148/cb11902671h	https://data.bnf.fr/ark:/12148/cb11902671h	https://www.wikidata.org/wiki/Q1451022	http://isni.org/isni/0000000121272169	http://viaf.org/viaf/34456519		no	
175	Flouest, Édouard	human	1829	1891	male	lawyer ; archaeologist	France ; Saône-et-Loire	https://catalogue.bnf.fr/ark:/12148/cb13165115h	https://data.bnf.fr/ark:/12148/cb13165115h	https://www.wikidata.org/wiki/Q55772930	http://isni.org/isni/0000000383032587	http://viaf.org/viaf/267440469	https://cths.fr/an/savant.php?id=2138	no	Member of the Société des antiquaires de France
176	Foisset, Paul	human	1831	1885	male	historian	France ; Burgundy	https://catalogue.bnf.fr/ark:/12148/cb10270016b	https://data.bnf.fr/ark:/12148/cb10270016b				https://cths.fr/an/savant.php?id=103280	no	
177	Fontenay, Harold de	human	1841	1889	male	historian ; archivist ; curator ; librarian	France ; Burgundy	https://catalogue.bnf.fr/ark:/12148/cb11903072f	https://data.bnf.fr/ark:/12148/cb11903072f	https://www.wikidata.org/wiki/Q34490049	http://isni.org/isni/0000000081246168	http://viaf.org/viaf/46761036	https://cths.fr/an/savant.php?id=107543	no	
178	Franck, A.	human	unknown	unknown	male	bookseller	unknown							no	
179	Francks, Augustus W.	human	1826	1897	male	curator ; collector	United Kingdom							yes	
180	Fraté (chevalier)	human	unknown	unknown	male	unknown	unknown							no	
181	Frati, Luigi	human	1815	1902	male	librarian	Italy	https://catalogue.bnf.fr/ark:/12148/cb12397635t	https://data.bnf.fr/ark:/12148/cb12397635t	https://www.wikidata.org/wiki/Q3839657	http://isni.org/isni/000000008076780X	http://viaf.org/viaf/29617944		no	
